urn,authority_name,canonical_id,mads_file,alt_ids,related_works,urn_status,redirect_to,created_by,edited_by
urn:cite:perseus:author.1153.1,"Polyaenus, Iulius 1. Jh. v. Chr",tlg1620,PrimaryAuthors/P/Pm-Pz/Polyaenus (Julius)/JuliusPolyaenus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1154.1,Polybius,tlg0543,PrimaryAuthors/P/Pm-Pz/Polybius/n79-6487.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1155.1,Polyidus Selymbrianus 5./4. Jh. v. Chr,tlg0331,PrimaryAuthors/P/Pm-Pz/Polyidus/polyidus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1156.1,Polymnastus flourished 675-644 B.C,tlgpolymnestus,PrimaryAuthors/P/Pm-Pz/Polymnastus/polymnastus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1157.1,Polystratus Aegyptius 2. Jh. v. Chr,tlg1628,PrimaryAuthors/P/Pm-Pz/Polystratus Aegyptius/PolystratusAegyptius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1158.1,Polystratus,tlg1629,PrimaryAuthors/P/Pm-Pz/Polystratus/n79-59103.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1159.1,Polyzelus Comicus 5./4. Jh. v. Chr,tlg0499,PrimaryAuthors/P/Pm-Pz/Polyzelus/Polyzelus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1160.1,Pompeius Iunior 1. Jh. v. Chr./1. Jh. n. Chr,tlg1631,PrimaryAuthors/P/Pm-Pz/Pompeius the Younger (Pompeius Iunior)/viaf37304975.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1161.1,Pompeius Macer 1. Jh. v. Chr./1. Jh. n. Chr,tlg0346,PrimaryAuthors/P/Pm-Pz/Pompeius Macer/PompeiusMacer.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1162.1,Pompeius Planta 1. Jh. n. Chr,stoa0233e,"PrimaryAuthors/P/Pm-Pz/Pompeius, Planta/PompeiusPlanta.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1163.1,Pompilius fl. 100 B.C,phi0616,PrimaryAuthors/P/Pm-Pz/Pompilius/nr95-20967.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1164.1,Pomponius Porphyrio 3rd cent,phi1512,PrimaryAuthors/P/Pm-Pz/Pomponius/nr97-44688.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1165.1,"Pomponius Secundus, P. (Publius) 1st cent. A.D",phi0987,PrimaryAuthors/P/Pm-Pz/Pomponius Secundus/nr95-30997.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1166.1,"Pomponius, L. (Lucius) Bononiensis fl. 100-85 B.C",phi0618,"PrimaryAuthors/P/Pm-Pz/Pomponius, L/nr95-31002.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1167.1,Ponnanus Poeta 5. bzw. 5./6. Jh. n. Chr,stoa0233f,PrimaryAuthors/P/Pm-Pz/Ponnanus/ponnanus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1168.1,Porcius Licinus fl. 2nd  cent. B.C,phi0321,PrimaryAuthors/P/Pm-Pz/Porcius Licinus/nr95-21141.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1169.1,"Porfyrius, P. Optianus fl. 325",phi2123,PrimaryAuthors/P/Pm-Pz/Porfyrius/n93-675.xml.mads.xml,stoa0215,,published,,feed_aggregator,
urn:cite:perseus:author.1170.1,Porphyry ca. 234-ca. 305,tlg2034,PrimaryAuthors/P/Pm-Pz/Porphyry/n81-124456.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1171.1,Posidippus Comicus 3. Jh. v. Chr,tlg0500,PrimaryAuthors/P/Pm-Pz/Posidippus Comicus/PosidippusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1172.1,Posidippus of Pella b. ca. 310 B.C,tlg1632,PrimaryAuthors/P/Pm-Pz/Posidippus/nr97-44893.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1173.1,"Posthius, Johannes 1537-1597",stoa0233g,"PrimaryAuthors/P/Pm-Pz/Posthius, Johannes/n86-861252.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1174.1,"Postumius Albinus, A. (Aulus) fl. 167-146 B.C",phi0122,PrimaryAuthors/P/Pm-Pz/Postumius/nr95-29645.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1175.1,Pratinas Phliasius 6./5. Jh. v. Chr,tlg1833,PrimaryAuthors/P/Pm-Pz/Pratinas/pratinas.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1176.1,Praxagoras Atheniensis 4. Jh. n. Chr,tlg2151,PrimaryAuthors/P/Pm-Pz/Praxagoras/praxagoras.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1177.1,Praxilla Sicyonia 5. Jh. v. Chr,tlg0372,PrimaryAuthors/P/Pm-Pz/Praxilla/Praxilla.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1178.1,Praxiteles 4th cent. B.C,tlg1633,PrimaryAuthors/P/Pm-Pz/Praxiteles/nr90-3636.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1179.1,Priscian fl. ca. 500-530,stoa0234a,PrimaryAuthors/P/Pm-Pz/Priscian/n82-249198.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1180.1,Priscianus Lydus 6th cent,tlg4014,"PrimaryAuthors/P/Pm-Pz/Priscianus, Lydus, 6th cent/n2007-41361.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1181.1,"Priscianus, Theodorus",stoa0234b,"PrimaryAuthors/P/Pm-Pz/Priscianus, Theodorus/n85-56645.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1182.1,Priscus 5th cent,tlg2946,PrimaryAuthors/P/Pm-Pz/Priscus/n84-80832.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1183.1,Procilius 1. Jh. v. Chr,,PrimaryAuthors/P/Pm-Pz/Procilius/Procilius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1184.1,Proclus ca. 410-485,tlg4036,PrimaryAuthors/P/Pm-Pz/Proclus/n79-7198.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1185.1,"Prodromus, Theodore",tlg2721,PrimaryAuthors/P/Pm-Pz/Prodromus/n80-8542.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1186.1,Pronomus Thebanus 5. Jh. v. Chr,tlg0397,PrimaryAuthors/P/Pm-Pz/Pronomus Thebanus/PronomusThebanus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1187.1,"Propertius, Sextus",phi0620,PrimaryAuthors/P/Pm-Pz/Propertius (Sextus)/n79-42233.xml.mads.xml,stoa0236,,published,,feed_aggregator,
urn:cite:perseus:author.1188.1,Proxenus Epirotes ca. 3. Jh. v. Chr,tlg1638,PrimaryAuthors/P/Pm-Pz/Proxenus Epirotes/viaf52081472.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1189.1,Prudentius b. 348,stoa0238,PrimaryAuthors/P/Pm-Pz/Prudentius/n79-63458.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1190.1,Pseudo Aristotele,,PrimaryAuthors/A/Aristotle (Pseudo)/n2001-3970.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1191.1,Pseudo-Acro,stoa0004a,PrimaryAuthors/A/Acro (Pseudo)/nr97-44694.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1192.1,Pseudo-Caesar,phi0428,PrimaryAuthors/C/Pseudo-Caesar/viaf84003200.mads.xml,"phi0426,phi0430,stoa0070",,published,,feed_aggregator,
urn:cite:perseus:author.1193.1,Pseudo-Callisthenes,tlg1386,PrimaryAuthors/C/Callisthenes (Pseudo)/viaf88969189.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1194.1,Pseudo-Hyginus,,PrimaryAuthors/H/Hyginus (Pseudo)/n87-820216.mads.xml,,"phi1266.phi005,stoa0156.stoa005",published,,feed_aggregator,
urn:cite:perseus:author.1195.1,Pseudo-Phocylides,tlg1605,PrimaryAuthors/P/Pm-Pz/Pseudo-Phocylides/n93-61260.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1196.1,Pseudo-Sallust,,PrimaryAuthors/S/Sallust/Pseudo-Sallust/nb90-569259.xml.mads.xml,,"phi0631.phi007,phi0631.phi008,stoa0249.stoa003,stoa0249.stoa005",published,,feed_aggregator,
urn:cite:perseus:author.1197.1,Pseudo-Seneca,,PrimaryAuthors/S/Seneca/Pseudo-Seneca/nr99-11706.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1198.1,Ptolemaeus Epigrammaticus ca. 1.Jh.v.Chr,tlg1640,PrimaryAuthors/P/Pm-Pz/Ptolemaeus Epigrammaticus/viaf44692856.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1199.1,Ptolemy 2nd cent,tlg0363,"PrimaryAuthors/P/Pm-Pz/Ptolemy, 2nd. cent/n50-32768.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1200.1,"Ptolemy III Euergetes, King of Egypt d. 221 B.C",tlg2693,"PrimaryAuthors/P/Pm-Pz/Ptolemy, III Euergetes, King of Egypt/n94-40175.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1201.1,"Ptolemy IV Philopator, King of Egypt ca. 238 B.C.-ca. 205 B.C",tlg0604,"PrimaryAuthors/P/Pm-Pz/Ptolemy, IV Philopator, King of Egypt/no2003-46116.mads.xml",,,published,,feed_ aggregator,
urn:cite:perseus:author.1202.1,Publilius Syrus 1st cent. B.C,phi0622,"PrimaryAuthors/P/Pm-Pz/Publilius, Syrus/n85-194948.mads.xml",stoa0272,,published,,feed_aggregator,
urn:cite:perseus:author.1203.1,Pupius 1st cent. B.C,phi1000,PrimaryAuthors/P/Pm-Pz/Pupius/nr95-21159.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1204.1,Pyrrhus King of Epirus 318 B.C.-272 B.C,tlg2160,"PrimaryAuthors/P/Pm-Pz/Pyrrhus, King of Epirus (Historian)/n82074292.madsxml.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1205.1,Pythagoras,tlg0632,PrimaryAuthors/P/Pm-Pz/Pseudo-Pythagoras/n80162846.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1206.1,Pythermus Teius 6. Jh. v. Chr,tlg0296,PrimaryAuthors/P/Pm-Pz/Pythermus Teius/PythermusTeius.mads.xml,,tlgx0296.tlg001,published,,feed_aggregator,
urn:cite:perseus:author.1207.1,Python Tragicus 4. Jh. v. Chr,tlg0337,PrimaryAuthors/P/Pm-Pz/Python Tragicus/PythonTragicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1208.1,Querolus,stoa0238a,PrimaryAuthors/Q-R/Querolus/viaf193007070.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1209.1,Quintilian,stoa0239,PrimaryAuthors/Q-R/Quintilian/n80-46563.xml.mads.xml,"phi1002,stoa0240",,published,,feed_aggregator,
urn:cite:perseus:author.1210.1,Quintilian,,PrimaryAuthors/Q-R/Quintilian/Pseudo-Quintilian works/Declamationes Maiores/n85-195536.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1211.1,Quintilian,,PrimaryAuthors/Q-R/Quintilian/Pseudo-Quintilian works/Declamationes Minores/n85-50499.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1212.1,Quintus Smyrnaeus 4th cent,tlg2046,PrimaryAuthors/Q-R/Quintus Smyrnaeus/n84-58406.xml.mads.xml,tlg2046x01,,published,,feed_aggregator,
urn:cite:perseus:author.1213.1,Rabanus Maurus Archbishop of Mainz 784?-856,stoa0241,PrimaryAuthors/Q-R/Rabanus Marus/n81-125846.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1214.1,Rabirius,phi1005,PrimaryAuthors/Q-R/Rabirius/nr95-21143.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1215.1,Raimond d'Aguilers,stoa0241a,"PrimaryAuthors/Q-R/Raimond, d'Aguilers/no96-2296.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1216.1,Rarus Epigrammaticus 5. Jh. n. Chr,tlg1653,PrimaryAuthors/Q-R/Rarus Epigrammaticus/viaf59476247.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1217.1,Regianus Poeta 5. bzw. 5./6. Jh. n. Chr,stoa0241c,PrimaryAuthors/Q-R/Regianus/regianus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1218.1,Remigius of Auxerre ca. 841-908,stoa0241d,PrimaryAuthors/Q-R/Remigius/nr91-31763.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1219.1,Reposianus 3rd cent,stoa0242,PrimaryAuthors/Q-R/Reposianus/n2001-26427.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1220.1,Reynard the Fox,stoa0241e,PrimaryAuthors/Q-R/Reynard the Fox/n80008501.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1221.1,Rhianus of Crete,tlg0219,PrimaryAuthors/Q-R/Rhianus of Crete/n2007-85377.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1222.1,Richer of Saint-Rémy 10th cent,stoa0242a,"PrimaryAuthors/Q-R/Richer, of Saint Remy/n85-339288.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1223.1,"Robert II, King of France ca. 970-1031",stoa0243a,PrimaryAuthors/Q-R/Robert II/n00-22125.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1224.1,Romanus Sophista ca. 5. Jh. n. Chr,tlgnone,PrimaryAuthors/Q-R/Romanus Sophista/RomanusSophista.mads.xml,,tlg0000.tlgromanus,published,,feed_aggregator,
urn:cite:perseus:author.1225.1,"Rufinianus, Julius",stoa0244b,"PrimaryAuthors/Q-R/Rufinianus, Julius/nr96-29289.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1226.1,Rufinus (Epigrammatist),tlg1656,"PrimaryAuthors/Q-R/Rufinus, Epigrammatist/no97-5749.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1227.1,Rufinus Antiochensis,stoa0244c,"PrimaryAuthors/Q-R/Rufinus, Antiochensis/no2005-55260.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1228.1,Rufinus of Aquileia 345-410,stoa0244d,PrimaryAuthors/Q-R/Rufinus of Aquileia/n82-255489.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1229.1,Rufus Domesticus ca. 3. Jh,tlg4041,PrimaryAuthors/Q-R/Rufus (Rufinus) Domesticus/viaf49614293.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1230.1,Rufus Domesticus fl.3. Jh,tlg4041,PrimaryAuthors/Q-R/Rufinus Domesticus/RufinusDomesticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1231.1,Rufus of Ephesus,tlg0564,PrimaryAuthors/Q-R/Rufus of Ephesus/n83-122630.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1232.1,"Rutilius Lupus, Publius",phi0425,PrimaryAuthors/Q-R/Rutilius Lupus/n86-113828.xml.mads.xml,stoa0246,,published,,feed_aggregator,
urn:cite:perseus:author.1233.1,"Rutilius Namatianus, Claudius 5th cent",stoa0247,PrimaryAuthors/Q-R/Rutilius Namatianus/n81-85591.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1234.1,"Rutilius Rufus, P. (Publius) ca. 154-ca. 75 B.C",phi0628,PrimaryAuthors/Q-R/Rutilius Rufus/nr95-29631.xml.mads.xml,tlg2546,,published,,feed_aggregator,
urn:cite:perseus:author.1235.1,"Rāzī, Abū Bakr Muḥammad ibn Zakarīyā 865?-925",stoa0241b,"PrimaryAuthors/Q-R/Razi,/n80133010.madsxml.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1236.1,Sacadas,,PrimaryAuthors/S/Sacadas/Sacadas.mads.xml,,tlg0000.tlgsacadas,published,,feed_aggregator,
urn:cite:perseus:author.1237.1,Sallust 86-34 B.C,phi0631,PrimaryAuthors/S/Sallust/n79-18348.xml.mads.xml,stoa0249,,published,,feed_aggregator,
urn:cite:perseus:author.1238.1,Sallust 86-34 B.C,,PrimaryAuthors/S/Sallust/Appendix Sallustiana/nr95-15150.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1239.1,Sallust 86-34 B.C,,PrimaryAuthors/S/Sallust/Pseudo-Sallust/Epistulae Ad Caesarem/nr97-33040.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1240.1,"Salvidienus, M",stoa0249b,"PrimaryAuthors/S/Salvidienus, M./M.Salvidienus.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1241.1,Samus Macedonius 3. Jh. v. Chr,tlg1658,PrimaryAuthors/S/Samus Macedonius/viaf39767137.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1242.1,"Sannazaro, Jacopo 1458-1530",stoa0250,"PrimaryAuthors/S/Sannazaro, Jacopo/n83-188002.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1243.1,Sannyrion Comicus 5. Jh. v. Chr,tlg0501,PrimaryAuthors/S/Sannyrion Comicus/sannyrion.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1244.1,Santra 1st cent. B.C,phi0634,PrimaryAuthors/S/Santra/nr95-27979.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1245.1,Sappho,tlg0009,PrimaryAuthors/S/Sappho/n50-47921.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1246.1,Satrius Epigrammaticus ca. 1. Jh. v. Chr,tlg1659,PrimaryAuthors/S/Satrius Epigrammaticus/viaf71783962.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1247.1,"Saturninus, Julius",stoa0250a,"PrimaryAuthors/S/Saturninus, Julius/SaturninusJulius.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1248.1,Satyrus Epigrammaticus 1. Jh. v. Chr,tlg1660,PrimaryAuthors/S/Satyrus Epigrammaticus/satyrus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1249.1,Saufeius,stoa0250b,PrimaryAuthors/S/Saufeius/saufeius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1250.1,"Scaevola, Quintus Mucius Poeta um 54 v. Chr",phi0636,"PrimaryAuthors/S/Scaevola, Quintus Mucius (Poeta)/Scaevola.mads.xml",tlg1518,,published,,feed_aggregator,
urn:cite:perseus:author.1251.1,Scaevus Memor 1st cent,phi1336,PrimaryAuthors/S/Scaevus Memor/nr95-39679.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1252.1,"Scaligero, Giulio Cesare 1484-1558",stoa0250c,"PrimaryAuthors/S/Scaligero, Giulio Cesare/n88-631189.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1253.1,"Scaurus, Marcus Aemilius",phi0640,PrimaryAuthors/S/Scaurus/n88-92242.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1254.1,"Scheffer, Johannes Reichard fl. ca. 1580",stoa0250d,"PrimaryAuthors/S/Scheffer, Johannes Reichard/n2001-80155.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1255.1,Scipio Africanus ca. 236-183 B.C,tlg2163,PrimaryAuthors/S/Scipio Africanus/n50-5015.xml.mads.xml,phi0127,,published,,feed_aggregator,
urn:cite:perseus:author.1256.1,"Scipio, Publius Cornelius Nasica 2. Jh. v. Chr",tlg2164,"PrimaryAuthors/S/Scipio, Publius Cornelius (Scipio Nasica Corculum)/Scipio(PubliusCornelius).mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1257.1,Scribonius Largus ca. 1-ca. 50,phi1011,PrimaryAuthors/S/Scribonius/n82-239358.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1258.1,Scribonius Libo 1. Jh. v. Chr,stoa0174a,PrimaryAuthors/S/Scribonius Libo /ScriboniusLibo.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1259.1,"Scultetus, Tobias 1563-1620",stoa0250e,"PrimaryAuthors/S/Scultetus, Tobias, 1563-1620/no2008079379.madsxml.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1260.1,Scythinus Teius fl.4. Jh. v. Chr,tlg2680,PrimaryAuthors/S/Scythinus/scythinus.mads.xml,tlg0259,,published,,feed_aggregator,
urn:cite:perseus:author.1261.1,Secundus Tarentinus 1. Jh. n. Chr,tlg0274,PrimaryAuthors/S/Secundus Tarentinus/viaf32386740.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1262.1,Sedulius Scotus fl. 848-860,stoa0253,PrimaryAuthors/S/Sedulius Scotus/n82-99874.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1263.1,Seleucus Emesenus 3./4. Jh. n. Chr,tlg2524,PrimaryAuthors/S/Seleucus Emesenus/viaf66856416.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1264.1,Seleucus Homericus 1. Jh. n. Chr,tlg1810,PrimaryAuthors/S/Seleucus Homericus/viaf49614319.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1265.1,"Seleucus I, Nicator d. 281 B.C",,PrimaryAuthors/S/Seleucus/n87-880846.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1266.1,Seleucus Lyricus 2. Jh. v. Chr,tlg0209,PrimaryAuthors/S/Seleucus Lyricus/SeleucusLyricus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1267.1,Semonides of Amorgos,tlg0260,PrimaryAuthors/S/Semonides/n50-38257.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1268.1,"Sempronius Tuditanus, Gaius um 129 v. Chr",stoa0253a,PrimaryAuthors/S/Sempronius Tuditanus/SemproniusTuditanus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1269.1,"Seneca, Lucius Annaeus ca. 4 B.C.-65 A.D",phi1017,PrimaryAuthors/S/Seneca/n79-4229.xml.mads.xml,stoa0255,,published,,feed_aggregator,
urn:cite:perseus:author.1270.1,"Seneca, Lucius Annaeus ca. 4 B.C.-65 A.D",,PrimaryAuthors/S/Seneca/Pseudo-Seneca/Octavia/n83-230210.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1271.1,"Seneca, Lucius Annaeus ca. 55 B.C.-ca. 39 A.D",stoa0254,PrimaryAuthors/S/Seneca the Elder/n82-166595.xml.mads.xml,phi1014,,published,,feed_aggregator,
urn:cite:perseus:author.1272.1,Septimius Serenus,phi1339,PrimaryAuthors/S/Septimius Serenus/nr95-21153.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1273.1,Septimius,stoa0257a,PrimaryAuthors/S/Septimius/Septimius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1274.1,Serapion Epigrammaticus ca. 1.Jh.n.Chr,tlg1668,PrimaryAuthors/S/Serapion Epigrammaticus/viaf57001942.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1275.1,Serapion Tragicus 1. Jh. n. Chr,tlg0347,PrimaryAuthors/S/Serapion Tragicus/SerapionTragicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1276.1,Serenus Antinoensis,tlg2055,PrimaryAuthors/S/Serenus Antinoensis/nr93-35833.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1277.1,"Serenus Sammonicus, Quintus",phi1515,PrimaryAuthors/S/Serenus Sammonicus/n84-140345.xml.mads.xml,stoa0258,,published,,feed_aggregator,
urn:cite:perseus:author.1278.1,"Servilius Nonianus, Marcus 1. Jh. n. Chr",stoa0258b,PrimaryAuthors/S/Servilius Nonianus/ServiliusNonianus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1279.1,Servius 4th cent,phi2349,PrimaryAuthors/S/Servius/n82-221524.mads.xml,stoa0259,,published,,feed_aggregator,
urn:cite:perseus:author.1280.1,"Severianus, Julius 4th cent",stoa0259b,"PrimaryAuthors/S/Severianus, Julius/nr96-17347.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1281.1,"Severus, Cornelius",phi0851,"PrimaryAuthors/S/Severus, Cornelius/nr95-15550.xml.mads.xml",stoa0101,,published,,feed_aggregator,
urn:cite:perseus:author.1282.1,"Severus, Lucius Septimius Emperor of Rome 146-211",stoa0259c,"PrimaryAuthors/S/Severus, Lucius Septimius/n82-920.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1283.1,"Severus, Sulpicius",stoa0270,PrimaryAuthors/S/Severus Sulpicius/n79-129029.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1284.1,Sevius Nicanor 2nd/1st cent. B.C,phi0642,PrimaryAuthors/S/Sevius Nicanor/nr+95021325.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1285.1,Sextus Empiricus,tlg0544,"PrimaryAuthors/S/Sextus, Empiricus/n50-2828.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1286.1,Siculus Flaccus,phi1342,PrimaryAuthors/S/Siculus Flaccus/nr95037756.madsxml.xml,stoa0260,,published,,feed_aggregator,
urn:cite:perseus:author.1287.1,Sidonius Apollinaris Saint 431 or 2-ca. 487,stoa0261,PrimaryAuthors/S/Sidonius Apollinaris/n85-175817.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1288.1,"Silius Italicus, Tiberius Catius",phi1345,PrimaryAuthors/S/Silius Italicus/n79-120267.xml.mads.xml,stoa0263,,published,,feed_aggregator,
urn:cite:perseus:author.1289.1,Simeo Sethus,tlg3113,PrimaryAuthors/S/Simeo Sethus/nr99-5326.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1290.1,Simmias Thebanus 5./4. Jh. v. Chr,tlg1673,PrimaryAuthors/S/Simmias Thebanus/viaf24990841.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1291.1,Simmias of Rhodes fl. 300 B.C,tlg0211,PrimaryAuthors/S/Simmias/nr95-30658.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1292.1,Simonides ca. 556-467 B.C,tlg0261,PrimaryAuthors/S/Simonides/n85-298996.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1293.1,Simylus Comicus 3./2. Jh. v. Chr,tlg0398,PrimaryAuthors/S/Simylus Comicus/SimylusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1294.1,Simylus Elegiacus 1. Jh. n. Chr,tlg1675,PrimaryAuthors/S/Simylus elegiacus/viaf66856428.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1295.1,Sisebut King of the Visigoths d. 621,stoa0263a,PrimaryAuthors/S/Sisebut/nr96-41860.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1296.1,"Sisenna, L. Cornelius (Lucius Cornelius) ca. 118-67 B.C",phi0646,PrimaryAuthors/S/Sisenna/nr95-29637.xml.mads.xml,,,published,,feed_aggregator,
