urn,authority_name,canonical_id,mads_file,alt_ids,related_works,urn_status,redirect_to,created_by,edited_by
urn:cite:perseus:author.330.1,Cassius Hemina 2nd cent. B.C,phi0076,PrimaryAuthors/C/Cassius Hemina/nr95-31179.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.331.1,"Castiglione, Baldassarre conte 1478-1529",stoa0077b,"PrimaryAuthors/C/Castiglione, Baldassarre/n50-52782.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.332.1,Castorion Solensis 4./3. Jh. v. Chr,tlg0382,PrimaryAuthors/C/Castorion/castorion.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.333.1,Cato Africanus 5. Jh. n. Chr,stoa0080a,PrimaryAuthors/C/Cato Africanus/CatoAfricanus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.334.1,"Cato, Dionysius",stoa0080,PrimaryAuthors/C/Cato Dionysius/n90-698934.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.335.1,"Cato, Marcus Porcius 234-149 B.C",stoa0079,PrimaryAuthors/C/Cato the Censor/n50-47791.xml.mads.xml,phi0022,,published,,feed_aggregator,
urn:cite:perseus:author.336.1,Catullus Poeta 1. Jh. n. Chr,stoa0081a,PrimaryAuthors/C/Catullus Poeta/catullus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.337.1,"Catullus, Gaius Valerius",phi0472,PrimaryAuthors/C/Catullus/n79-6943.xml.mads.xml,stoa0081,,published,,feed_aggregator,
urn:cite:perseus:author.338.1,Cebes of Thebes,tlg1247,PrimaryAuthors/C/Cebes of Thebes/n81033260.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.339.1,Ceceides of Hermione,,PrimaryAuthors/C/Cedeides/cedeides.mads.xml,,tlg0000.tlgcedeides,published,,feed_aggregator,
urn:cite:perseus:author.340.1,"Celsus, Aulus Cornelius",phi0836,"PrimaryAuthors/C/Celsus, Aulus Cornelius/n50-34315.xml.mads.xml",stoa0082,,published,,feed_aggregator,
urn:cite:perseus:author.341.1,Censorinus,stoa0084,PrimaryAuthors/C/Censorinius/n85-215659.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.342.1,"Cephalas, Constantinus 9th/10th cent",tlg9013,"PrimaryAuthors/C/Cephalas, Constantinus/n89-147385.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.343.1,Cephisodorus Comicus 5./4. Jh. v. Chr,tlg0429,PrimaryAuthors/C/Cephisodorus/Cephisodorus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.344.1,Cephisodorus Thebanus 4. Jh. v. Chr,tlg1927,PrimaryAuthors/C/Cephisodorus Thebanus/viaf71783422.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.345.1,Cercidas,tlg1250,PrimaryAuthors/C/Cercidas/n86-91597.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.346.1,Cerealius Epigrammaticus 1./2. Jh. n. Chr,tlg0151,PrimaryAuthors/C/Cerealius/Cerealius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.347.1,Chaeremon 4th cent. B.C,tlg0328,PrimaryAuthors/C/Chaeremon/n2002-43182.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.348.1,Chaeremon Epigrammaticus 3. Jh. v. Chr,tlg0152,PrimaryAuthors/C/Chaeremon Epigrammaticus/ChaeremonEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.349.1,Chaerion Comicus Person der Antike,tlg1795,PrimaryAuthors/C/Chaerion Comicus/ChaerionComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.350.1,Chares Tragicus Person der Antike,tlg1256,PrimaryAuthors/C/Chares Tragicus/CharesTragicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.351.1,Charicles Historicus ca. 3.Jh.n.Chr,tlg2263,PrimaryAuthors/C/Charicles/viaf71783446.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.352.1,Chariclides Comicus Person der Antike,tlg0430,PrimaryAuthors/C/Chariclides/Chariclides.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.353.1,Chariton,tlg0554,PrimaryAuthors/C/Chariton/nr91-19849.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.354.1,Charlemagne Emperor 742-814,stoa0085c,PrimaryAuthors/C/Charlemagne/n79-43619.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.355.1,Charon Lampsacenus 5. Jh. v. Chr,tlg1258,PrimaryAuthors/C/Charon Lampsacenus/viaf15157670.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.356.1,Charon Naucratites 4. Jh. v. Chr,tlg2421,PrimaryAuthors/C/Charon Naucratities/viaf66855976.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.357.1,Chersias Epicus 7./6. Jh. v. Chr,tlg1260,PrimaryAuthors/C/Chersias Epicus/viaf24990175.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.358.1,Chilon Lyricus 6. Jh. v. Chr,tlg1261,PrimaryAuthors/C/Chilon Lyricus/ChilonLyricus.mads.xml,tlg1667,tlg1386.tlg001,published,,feed_aggregator,
urn:cite:perseus:author.359.1,Chionides Comicus 5. Jh. v. Chr,tlg0431,PrimaryAuthors/C/Chionides Comicus/ChionidesComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.360.1,Choerilus Atheniensis um 500 v. Chr,tlg0302,PrimaryAuthors/C/Choerilus/ChoerilusTragicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.361.1,"Choeroboscus, Georgius",tlg4093,"PrimaryAuthors/C/Choeroboscus, Georgius/no2007-75248.mads.xml",,tlg3187.tlg001,published,,feed_aggregator,
urn:cite:perseus:author.362.1,Christodōros fl. 5th cent,tlg2119,PrimaryAuthors/C/Christodorus/n2003-56220.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.363.1,Chrysippus ca. 280-207 or 6 B.C,tlg1264,PrimaryAuthors/C/Chrysippus/nr94-13919.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.364.1,"Cicero, Marcus Tullius",tlg2165,PrimaryAuthors/C/Cicero/n79-32166.mads.xml,"phi0474,stoa0087",,published,,feed_aggregator,
urn:cite:perseus:author.365.1,"Cicero, Quintus Tullius",stoa0088,PrimaryAuthors/C/Cicero (Q. Tullius)/n81-90754.xml.mads.xml,phi0478,,published,,feed_aggregator,
urn:cite:perseus:author.366.1,Cinaethon Lacedaemonius 8./7. Jh. v. Chr,,PrimaryAuthors/C/Cinaethon Lacedaemonius/viaf47119576.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.367.1,"Cincius Alimentus, L. (Lucius) fl. 210 B.C",tlg2543,PrimaryAuthors/C/Cincius/nr95-27541.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.368.1,Cineas Thessalius 4./3. Jh. v. Chr,tlg2417,PrimaryAuthors/C/Cineas Thessalius/viaf20068906.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.369.1,Cinesias Atheniensis 5./4. Jh. v. Chr,tlg0375,PrimaryAuthors/C/Cinesias/cinesias.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.370.1,"Cinna, C. Helvius",phi0486,PrimaryAuthors/C/Cinna/nr95-21134.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.371.1,Claudianus Epigrammaticus 5. Jh. n. Chr. (unter Theodosius II.),tlg4057,PrimaryAuthors/C/Claudianus Epigrammaticus/ClaudianusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.372.1,"Claudianus, Claudius",tlg4056,PrimaryAuthors/C/Claudian/n80-98606.xml.mads.xml,stoa0089,,published,,feed_aggregator,
urn:cite:perseus:author.373.1,"Claudius Caecus, App. (Appius)",phi0004,"PrimaryAuthors/C/Claudius Caecus, Appius/nr95-20971.mads.xml",stoa0091,,published,,feed_aggregator,
urn:cite:perseus:author.374.1,Claudius Emperor of Rome 10 B.C.-54 A.D,stoa0090,"PrimaryAuthors/C/Claudius, Emperor of Rome (Tiberius Claudius Caesar Augustus Germanicus)/n50-41157.mads.xml",,tlg2184.tlg002,published,,feed_aggregator,
urn:cite:perseus:author.375.1,"Claudius Quadrigarius, Quintus",phi0624,PrimaryAuthors/Q-R/Quadrigarius/n84-111927.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.376.1,Cleaenetus Tragicus 4. Jh. v. Chr,tlg0332,PrimaryAuthors/C/Cleaenetus/Cleaenetus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.377.1,Cleanthes 331-232 B.C,tlg1269,PrimaryAuthors/C/Cleanthes/nr93-16745.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.378.1,Clearchus Comicus 4. Jh. v. Chr,tlg0432,PrimaryAuthors/C/Clearchus/clearchus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.379.1,Clearchus of Soli,tlg1270,PrimaryAuthors/C/Clearchus of Soli/n2011039033.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.380.1,Cleobulina Lyrica 6. Jh. v. Chr,tlg0244,PrimaryAuthors/C/Cleobulina/cleobulina.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.381.1,Cleobulus Lindius 7./6. Jh. v. Chr,tlg1274,PrimaryAuthors/C/Cleobulus/Cleobulus.mads.xml,tlg1667,tlg0622.tlg001,published,,feed_aggregator,
urn:cite:perseus:author.382.1,Cleomedes,tlg1272,PrimaryAuthors/C/Cleomedes/n80-67225.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.383.1,Cleomenes Rheginus 5. Jh. v. Chr,tlg0900,PrimaryAuthors/C/Cleomenes/Cleomenes.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.384.1,Cleon Curiensis 4. Jh. v. Chr,tlg1273,PrimaryAuthors/C/Cleon/cleon.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.385.1,Cleonides 2nd cent,tlg0361,PrimaryAuthors/C/Cleonides/nr97-15947.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.386.1,Cleostratus Tenedius 6. bzw. 4./3. Jh. v. Chr,tlg1275,PrimaryAuthors/C/Cleostratus Tenedius/viaf34843519.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.387.1,Clidemus Atheniensis 4. Jh. v. Chr,tlg1276,PrimaryAuthors/C/Clidemus/viaf76661559.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.388.1,"Clodius Licinus, C 1st cent. B.C./1st cent. A.D",phi0842,PrimaryAuthors/C/Clodius Licinus/nr95-28963.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.389.1,"Clodius Thrasea Paetus, Publius gest. 66 n. Chr",stoa0093b,PrimaryAuthors/C/Clodius Thrasea Paetus/ClodiusThraseaPaetius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.390.1,Cluvius Rufus 1. Jh. n. Chr,stoa0093c,PrimaryAuthors/C/Cluvius Rufus/CluviusRufus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.391.1,Clytus Milesius 4./3. Jh. v. Chr,tlg1282,PrimaryAuthors/C/Clytus Milesius/viaf5317682.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.392.1,"Coelius Antipater, Lucius",phi0028,PrimaryAuthors/C/Coelius Antipater/n80-129272.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.393.1,Colluthus of Lycopolis,tlg4081,PrimaryAuthors/C/Colluthus/n85-310974.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.394.1,"Columella, Lucius Junius Moderatus",phi0845,PrimaryAuthors/C/Columella/n80-56875.xml.mads.xml,stoa0094,,published,,feed_aggregator,
urn:cite:perseus:author.395.1,Cometas Chartularius 9./10. Jh,tlg4058,PrimaryAuthors/C/Cometas Chartularius/CometasChartularius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.396.1,Cometas Grammaticus 9./10. Jh,tlg4059,PrimaryAuthors/C/Cometas Grammaticus/CometasGrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.397.1,Cometas Scholasticus 9./10. Jh,tlg4060,PrimaryAuthors/C/Cometas Scholasticus/CometasScholasticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.398.1,Commodianus,stoa0096,PrimaryAuthors/C/Commodianus/n90-652763.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.399.1,"Comnena, Anna b. 1083",tlg2703,"PrimaryAuthors/C/Comnena, Anna/n80-8547.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.400.1,"Constantine I, Emperor of Rome d. 337",stoa0098,PrimaryAuthors/C/Constantine/n79-55925.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.401.1,Constantine of Rhodes 10th cent,tlg9014,PrimaryAuthors/C/Constantine of Rhodes/n84-134240.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.402.1,Constantinus Siculus 9. Jh,tlg9015,PrimaryAuthors/C/Constantinus Siculus/ConstantinusSiculus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.403.1,"Corbulo, Gnaeus Domitius d. 67",stoa0098a,"PrimaryAuthors/C/Corbulo, Gnaeus Domitius/nb2007-25461.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.404.1,Corinna of Tanagra 5th cent. B.C,tlg0294,PrimaryAuthors/C/Corinna/no2008-129480.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.405.1,Cornelia mother of the Gracchi,phi0031,PrimaryAuthors/C/Cornelia/nr95-39337.mads.xml,stoa0099,,published,,feed_aggregator,
urn:cite:perseus:author.406.1,"Cornelius Bocchus, Lucius 1. Jh. v. Chr./1. Jh. n. Chr",stoa0099b,PrimaryAuthors/C/Cornelius Bocchus/CorneliusBocchus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.407.1,Cornelius Capitolinus,stoa0076b,"PrimaryAuthors/C/Capitolinus, Cornelius/viaf177170095.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.408.1,Cornelius Longus 1. Jh. n. Chr,tlg0153,PrimaryAuthors/C/Cornelius Longus/CorneliusLongus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.409.1,Cornificius Gallus,phi0854,PrimaryAuthors/C/Cornificius Gallus/nr95-21132.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.410.1,"Cornificius, Q. (Quintus) d. ca. 42/41 B.C",phi0409,"PrimaryAuthors/C/Cornificius, Q/nr95-20972.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.411.1,"Cornutus, Lucius Annaeus 1st cent",tlg0654,"PrimaryAuthors/C/Cornutus, Lucius Annaeus/no90-12163.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.412.1,Coronatus,stoa0101a,PrimaryAuthors/C/Coronatus/coronatus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.413.1,Cosmas Indicopleustes fl. 6th cent,tlg4061,PrimaryAuthors/C/Cosmas Indicopleustes/nb98-63257.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.414.1,Crates Atheniensis 1. Jh. v. Chr,tlg1289,PrimaryAuthors/C/Crates Atheniensis/viaf32386182.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.415.1,Crates Comicus 5. Jh. v. Chr,tlg0433,PrimaryAuthors/C/Crates Comicus/CratesComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.416.1,Crates Mallotes 2nd cent. B.C,tlg1290,"PrimaryAuthors/C/Crates, Mallotes/no2003-5703.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.417.1,"Crates, ca. 360 B.C.-ca. 280 B.C",tlg0336,PrimaryAuthors/C/Crates/n96-104516.xml.mads.xml,,"tlg0036.tlg002,tlg0036.tlg003,tlg0623.tlg001",published,,feed_aggregator,
urn:cite:perseus:author.418.1,Cratinus Iunior 4. Jh. v. Chr,tlg0435,PrimaryAuthors/C/Cratinus Iunior/CratinusIunior.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.419.1,"Cratinus, d. ca. 420 B.C",tlg0434,PrimaryAuthors/C/Cratinus/n87-874644.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.420.1,Cratippus of Athens 4th cent,tlg1907,PrimaryAuthors/C/Cratippus/no92023597.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.421.1,"Cremutius Cordus, A. (Aulus) d. 25",phi0502,PrimaryAuthors/C/Cremutius Cordus/nr95-29295.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.422.1,Crinagoras b. ca. 70 B.C,tlg0154,PrimaryAuthors/C/Crinagoras/n88-55358.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.423.1,Crinis Stoicus 2. Jh. v. Chr,tlg1293,PrimaryAuthors/C/Crinis Stoicus/CrinisStoicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.424.1,Critias ca. 460-ca. 403 B.C,tlg0319,PrimaryAuthors/C/Critias/n00-87919.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.425.1,Crito Comicus 2. Jh. v. Chr,tlg0436,PrimaryAuthors/C/Crito Comicus/CritoComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.426.1,Crito Medicus ca. 1./2. Jh,tlg1867,PrimaryAuthors/C/Crito Medicus/viaf32791548.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.427.1,Crobylus Comicus 4. Jh. v. Chr,tlg0437,PrimaryAuthors/C/Crobylus /CrobylusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.428.1,"Curtius Rufus, Quintus",phi0860,PrimaryAuthors/C/Curtius Rufus/n50-34703.xml.mads.xml,stoa0104,,published,,feed_aggregator,
urn:cite:perseus:author.429.1,Cydias Lyricus 6./5. Jh. v. Chr,tlg0368,PrimaryAuthors/C/Cydias Lyricus/CydiasLyricus.mads..xml,,,published,,feed_aggregator,
urn:cite:perseus:author.430.1,Cyllenius Epigrammaticus 1. Jh. n. Chr,tlg0156,PrimaryAuthors/C/Cyllenius Epigrammaticus/Cyllenius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.431.1,Cyrillus Epigrammaticus 1. Jh. v. Chr./1. Jh. n. Chr,tlg0157,PrimaryAuthors/C/Cyrillus Epigrammaticus/CyrillusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.432.1,Cyrus Panopolitanus gest. ca. 457 n. Chr,tlg4055,PrimaryAuthors/C/Cyrus Panopolitanus (Cyrus the Poet)/CyrusPanopolitanus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.433.1,Daimachus Plataeeus 3. Jh. v. Chr,tlg2482,PrimaryAuthors/D/Daimachus/viaf15159722.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.434.1,Damagetus Epigrammaticus 3. Jh. v. Chr,tlg0158,PrimaryAuthors/D/Damagetus Epigrammaticus/Damagetus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.435.1,Damaskios ca. 480-ca. 550,tlg4066,PrimaryAuthors/D/Damascius/n86-870862.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.436.1,Damastes Sigeus 5. Jh. v. Chr,tlg1868,PrimaryAuthors/D/Damastes Sigeus/viaf3236294.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.437.1,Damianus Larissaeus 4. Jh. n. Chr,tlg2627,PrimaryAuthors/D/Damianus Larissaeus/viaf15159733.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.438.1,Damocharis Cous fl.6. Jh,tlg4067,PrimaryAuthors/D/Damocharis/damocharis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.439.1,Damostratus Epigrammaticus 1. Jh. v. Chr,tlg7000,PrimaryAuthors/D/Damostratus /damostratus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.440.1,Damoxenus Comicus 4./3. Jh. v. Chr,tlg0438,PrimaryAuthors/D/Damoxenus Comicus/Damoxenus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.441.1,Dante Alighieri 1265-1321,stoa0106,PrimaryAuthors/D/Dante/n78-95495.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.442.1,Dante Alighieri 1265-1321,stoa0106,PrimaryAuthors/D/Dante/n78-95495.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.443.1,Dares Phrygius,stoa0107,PrimaryAuthors/D/Dares Phrygius/n83-33840.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.444.1,"Decimator, Heinrich 1544-1615",stoa0107a,"PrimaryAuthors/D/Decimator, Heinrich/HeinrichDecimator.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.445.1,Deculo,stoa0107b,PrimaryAuthors/D/Deculo/deculo.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.446.1,Deiochus Cyzicenus 5./4. Jh. v. Chr,tlg2326,PrimaryAuthors/D/Deiochus Cyzicenus/viaf5317800.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.447.1,"Dellius, Quintus 1. Jh. v. Chr",tlg1989,"PrimaryAuthors/D/Dellius, Quintus/Dellius(Quintus).mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.448.1,Demades ca. 380-319 B.C,tlg0535,PrimaryAuthors/D/Demades/nr2006-14535.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.449.1,Demaratus Historicus 3./2. Jh. v. Chr,tlg1812,PrimaryAuthors/D/Demaratus Historicus/viaf39766696.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.450.1,Demetrius Bithynius 2. Jh. v. Chr,tlg0159,PrimaryAuthors/D/Demetrius Bithynius/DemetriusBithynius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.451.1,Demetrius Comicus 5./4. Jh. v. Chr,tlg0439,PrimaryAuthors/D/Demetrius Comicus/DemetriusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.452.1,Demetrius Iunior 4./3. Jh. v. Chr,tlg0440,PrimaryAuthors/D/Demetrius Junior/DemetriusJunior.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.453.1,Demetrius Pepagomenus fl. 1260,tlg0624a,PrimaryAuthors/D/Demetrius Pepagomenus/n88-91065.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.454.1,Demetrius Troezenius 1. Jh. v. Chr./1. Jh. n. Chr,tlg1301,PrimaryAuthors/D/Demetrius Troezenius/viaf20069131.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.455.1,Demetrius of Phaleron b. 350 B.C,tlg0624,PrimaryAuthors/D/Demetrius of Phaleron/viaf88933794.mads.xml,"tlg1302,tlg1298,tlg0613",,published,,feed_aggregator,
urn:cite:perseus:author.456.1,Demiurgus Epigrammaticus 1. Jh. v. Chr,tlg0160,PrimaryAuthors/D/Demiurgus /Demiurgus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.457.1,Demochares approximately 360 B.C.-275 B.C,tlg1303,PrimaryAuthors/D/Demochares/n85229181.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.458.1,Democles Historicus 5. Jh. v. Chr,tlg4390,PrimaryAuthors/D/Democles Historicus/viaf64395598.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.459.1,Democritus Epigrammaticus ca. 3. Jh. n. Chr,tlg0161,PrimaryAuthors/D/Democritus Epigrammaticus/DemocritusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.460.1,Democritus ca. 460-ca. 370 B.C,tlg1304,"PrimaryAuthors/D/Democritus, ca. 460-ca. 370 B.C./n79041650.madsxml.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.461.1,Demodamas Halicarnassensis 4./3. Jh. v. Chr,tlg2299,PrimaryAuthors/D/Demodamas/viaf44692511.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.462.1,Demodocus Lerius 6. Jh. v. Chr,tlg0245,PrimaryAuthors/D/Demodocus/Demodocus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.463.1,Demon Atheniensis 4./3. Jh. v. Chr,tlg1307,PrimaryAuthors/D/Demon Atheniensis/viaf32386336.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.464.1,Demonax Tragicus 5. Jh. n. Chr,tlg0349,PrimaryAuthors/D/Demonax Tragicus/DemonaxTragicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.465.1,Demonicus Comicus 5./4. Jh. v. Chr,tlg0441,PrimaryAuthors/D/Demonicus Comicus/Demonicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.466.1,Demosthenes,tlg0014,PrimaryAuthors/D/Demosthenes/n79-63465.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.467.1,Dexicrates Comicus 4./2. Jh. v. Chr,tlg0442,PrimaryAuthors/D/Dexicrates Comicus/DexicratesComicus.mads.xml,,tlg0441.tlg001,published,,feed_aggregator,
urn:cite:perseus:author.468.1,Dexippus the Platonist,tlg2036,PrimaryAuthors/D/Dexippus the Platonist/n90614269.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.469.1,"Dexippus, Publius Herennius",tlg2141,"PrimaryAuthors/D/Dexippus, Publius Herennnius/nr2006-9268.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.470.1,Diadochus Bishop of Photice 5th cent,tlg2775,"PrimaryAuthors/D/Diadochus, Bishop of Photice/nr99-36156.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.471.1,Diagoras of Melos,tlg0371,PrimaryAuthors/D/Diagoras/n84-169475.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.472.1,Dicaearchus Messenius 4th cent. B.C,tlg0066,PrimaryAuthors/D/Dicaearchus Messenius/no98129188.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.473.1,Dicaeogenes Tragicus 5./4. Jh. v. Chr,tlg0322,PrimaryAuthors/D/Dicaeogenes/dicaeogenes.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.474.1,Dictys Cretensis,tlg1310,"PrimaryAuthors/D/Dictys, Cretensis/n87-114665.mads.xml",stoa0108a,,published,,feed_aggregator,
urn:cite:perseus:author.475.1,Didymus Alexandrinus 1. Jh. v. Chr./1.Jh. n. Chr,tlg0357,"PrimaryAuthors/D/Didymus, Alexandrinus/DidymusAlexandrinus.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.476.1,Didymus Chalcenterus,tlg1767,"PrimaryAuthors/D/Didymus, Chalcenterus/n85-196283.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.477.1,Dinarchus,tlg0029,PrimaryAuthors/D/Dinarchus/n85-122338.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.478.1,Dinon of Colophon,tlg1316,PrimaryAuthors/D/Dinon of Colophon/n2001039882.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.479.1,Dio Chrysostom,tlg0612,"PrimaryAuthors/D/Dio, Chrysostom/n79-59104.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.480.1,Diocles Comicus 5. Jh. v. Chr,tlg0443,PrimaryAuthors/D/Diocles Comicus/DioclesComicus.mads.xml,,,published,,feed_aggregator,
